Name,Company Domain Name,City,State/Region,Country/Region,Postal Code,Phone Number,Company Email,Industry,Description,Annual Revenue,Number of Employees,Client Tier,Industry Tier,Ownership Type,Founding Year,World Market Leader,Niche Leadership,Pipeline Priority Score,In Pipeline,Already in DB,Data Completeness %,Source Lists,Source Count,Target Contact Role
Wilhelm Reuss GmbH & Co. KG Lebensmittelwerk,wilhelmreuss.com,Berlin,Berlin,DE,12057.0,030-68909-0,reuss@wilhelmreuss.de,Industrie,Die Firma Wilhelm Reuss ist in der Lebensmittelbranche in der Herstellung von Pulvern und Cremes tätig.,185000000,370,3,tier1,Pfeifer+Langen,1862,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
RAPUNZEL NATURKOST GmbH,rapunzel.de,Legau,Bayern,DE,87764.0,08330 / 529 - 0,info@rapunzel.de,Industrie,Rapunzel Naturkost ist einer der führenden Bio-Hersteller in Europa.,185000000,350,3,tier1,Wilhelm,1974,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Behrens-Wöhlk GmbH & Co. KG,behrens-woehlk-gruppe.de,Rotenburg (Wümme),Niedersachsen,DE,27356.0,04261-7070,info@behrens-woehlk.de,Holzindustrie,Die Behrens-Wöhlk-Gruppe ist 1990 entstanden. Die Gruppe von Holz- und Baustoffhändlern hat mittlerweile Standorte in ganz Deutschland.,185000000,250,3,tier1,Behrens/Wöhlk,1990,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Grüner Systemtechnik GmbH & Co. KG,gruener-systemtechnik.de,Bad Überkingen,Baden-Württemberg,DE,73337.0,07334-74-0,info@gruener-systemtechnik.de,Automobilzulieferer,"Grüner Systemtechnik ist ein Zulieferer für eine breite Zielgruppe der Automobilindustrie, sowie Hersteller komplexer Fertigungssysteme.",184300000,475,3,tier1,Grüner,,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Deutsche DOKA Schalungstechnik GmbH,doka.com,Maisach,Bayern,DE,82216.0,08141-394-0,deutsche.doka@doka.com,Baustoffindustrie,Doka ist einer der international führenden Hersteller für Systemschalungen.,184000000,615,3,tier1,Umdasch (Österreich),1961,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Hörmann Automotive Gustavsburg GmbH,gustavsburg.hoermann-automotive.com,Ginsheim-Gustavsburg,Hessen,DE,65462.0,06134-588-0,info.gustavsburg@hoermann-automotive.com,Automobilzulieferer,"Hörmann Automotive Components konzentriert sich auf die Produktion hochwertiger Chassis, Karosserie- und Anbauteile für die LKW- und PKW-Fertigung.",183146000,826,3,tier1,Hörmann Gruppe,1859,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
HUECK GmbH & Co. KG,hueck.com,Lüdenscheid,Nordrhein-Westfalen,DE,58511.0,02351-151-1,info@hueck.de,Baustoffindustrie,"Hueck ist ein Hersteller von Aluminiumprofil-Systemen für Fenster-, Türen- und Fassadenanwendungen.",183000000,600,3,tier1,Hueck Industrieholding KG,1814,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Schwälbchen Molkerei,schwaelbchen-molkerei.de,Bad Schwalbach,Hessen,DE,65307.0,06124-503-0,info@schwaelbchen-molkerei.de,Industrie,Die Schwälbchen Molkerei ist eine Molkerei deren Hauptabsatzgebiet das erweiterte Rhein-Main-Gebiet ist.,183000000,400,3,tier1,Berz,1938,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Glave Gruppe GmbH,glave.de,Norden,Niedersachsen,DE,26506.0,04931-178110,info.gkg@glave.de,Metallverarbeitung,"Die Glave Gruppe ist eine mittelständische Unternehmensgruppe, die Edelstahl in Form von Bändern, Blechen und Stäben sowie Maschinen für die Bandverarbeitung anbietet.",182800000,226,3,tier1,Glave,2002,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Brandt Zwieback-Schokoladen GmbH & Co.KG,brandt-zwieback.de,Hagen,Nordrhein-Westfalen,DE,58135.0,02331 4770,marketing@brandt-gmbh.de,Industrie,"Brandt ist deutscher Marktführer in der Produktion von Zwieback. Zur Unternehmensgruppe gehören neben den spartenorientierten Vertriebsgesellschaften für Schokolade und Backwaren die traditionsreiche Burger Knäcke GmbH + Co. KG in Burg (Sachsen-Anhalt), Schoko-Dragee in Rhede und die Carl Brandt Inc. in den USA (Fairfield, Nähe New York).",182280212,957,3,tier1,Brandt,1912,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Octapharma GmbH,octapharma.de/de.html,Langenfeld,Nordrhein-Westfalen,DE,40764.0,02173-917-0,info@octapharma.de,Pharmaindustrie,Octapharma ist Hersteller von Plasmapräparaten.,182000000,106,3,tier1,Octapharma Marguerre Familie (Schweiz),1983,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Ringmetall AG,ringmetall.de,München,Bayern,DE,81667.0,089-4522098-0,info@ringmetall.de,Verpackungsindustrie,Ringmetall ist ein weltweit führender Spezialanbieter in der Verpackungsindustrie. Das Unternehmen produziert Verschlusssysteme und Innenhüllen für Industriefässer und entwickelt Fahrzeuganbauteile für das Handling von Verpackungseinheiten.,181400000,800,3,tier1,Poth/Petri/Bernau/Köppel u.a.,1997,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Metall-Chemie Holding GmbH,metall-chemie.com,Hamburg,Hamburg,DE,20355.0,040-471002-0,info@metall-chemie.com,Industrie,Die Metall-Chemie Holding ist eine Holdinggesellschaft für die Aktivitäten der Metall-Chemie.,181300000,318,3,tier1,Claudio L. Valerio,1949,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Waldemar Behn GmbH,behn.de,Eckernförde,Schleswig-Holstein,DE,24340.0,04351-479-0,info@behn.de,Industrie,"Behn produziert (Waldemar Behn GmbH) und vertreibt (Behn Getränke GmbH) Spirituosen. Zu den eigenen Marken gehört u.a. ""Küstennebel"".",181100000,220,3,tier1,Behn,1892,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Gardinia Home Decor GmbH,gardinia.de,Isny im Allgäu,Baden-Württemberg,DE,88316.0,07562-985-0,info@gardinia.de,Industrie,"Gardinia Home Decor ist ein führender Hersteller von Gardinen, Rollos, Jalousien und Teppichbodenleisten.",180440000,694,3,tier1,Heidemann,1950,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Rübezahl Schokoladen GmbH,rk-schoko.de,Dettingen unter Teck,Baden-Württemberg,DE,73265.0,07021-8088-0,info@rk-schoko.de,Süßwarenindustrie,Rübezahl ist ein Hersteller von Schokoladenprodukten und Zuckerwaren.,180000000,900,3,tier1,Gubor Schokoladen GmbH,1949,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
IFÜREL EMSR-Technik GmbH & Co. KG,ifuerel.de,Herne,Nordrhein-Westfalen,DE,44629.0,02323-1383-0,ifuerel@ifuerel.de,Industrie,Ifürel Emsr bietet seinen Kunden elektronische Produkte und Systeme und die dazugehörige Montage.,180000000,600,3,tier1,Schlenkhoff/Kleyboldt,1932,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
hameln group gmbh,hameln-group.com/willkommen,Hameln,Niedersachsen,DE,31789.0,05151-581-237,info@hameln-group.com,Pharmaindustrie,Die Hameln Pharma Group ist ein Hersteller hochethischer Parenteralia für Krankenhäuser und Ärzte.,180000000,450,3,tier1,Siegfried Holding (Schweiz),1950,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Schne-Frost Ernst Schnetkamp GmbH & Co. KG,schne-frost.de,Löningen,Niedersachsen,DE,49624.0,05432-9481-0,info@schne-frost.de,Industrie,Schne-Frost ist Deutschlands traditionsreichster Produktionsbetrieb für tiefgefrorene Kartoffelspezialitäten.,180000000,400,3,tier1,Schnetkamp,1954,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
B.A.H. Personaldienste GmbH,bah-gruppe.de,Villingendorf,Baden-Württemberg,DE,78667.0,0741-174574-0,info@bah-gruppe.de,Industrie,"B.A.H. Gruppe ist ein Unternehmen, das einen Schwerpunkt auf die Montage von Photovoltaikanlagen richtet.",180000000,300,3,tier1,Bek/Acar/Holzer,2007,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Denscheilmann + Wellein GmbH,de-we.de,Bamberg,Bayern,DE,96052.0,0951-9339-0,info@de-we.de,Industrie,"Denscheilmann und Wellein, kurz D+W beschäftigt sich mit dem Vertrieb von Frischeware.",180000000,180,3,tier1,Weigand Nf.,1934,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Hermle DREHTEILE UND UHREN GmbH & Co. KG,hermle-clocks.com,Reichenbach am Heuberg,Baden-Württemberg,DE,78564.0,07426-601-0,uhren@hermle-clocks.com,Industrie,"Hermle Uhren ist einer der größten Produzenten von mechanischen Stand-, Tisch- und Wanduhren und Marktführer von mechanischen Uhrwerken.",180000000,180,3,tier1,Hermle,1922,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Karl Rieker GmbH & Co. KG,karl-rieker.de,Bodelshausen,Baden-Württemberg,DE,72411.0,07471-9581-0,info@karl-rieker.de,Textilindustrie,"Die Firma Rieker ist ein weltweit tätiges Handelsunternehmen, das Bekleidungstextilien herstellt.",180000000,180,3,tier1,Rieker,1954,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Reichart Blusen GmbH,reichart-blusen.de,Uffenheim,Bayern,DE,97215.0,09842-9813-0,info@reichart-blusen.de,Textilindustrie,Reichart Blusen in ein Modeunternehmen aus Uffenheim in Mittelfranken.,100000000,100,3,tier1,Reichart,1966,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Staiger Großmarkt GmbH,staiger-gmbh.de,Stuttgart,Baden-Württemberg,DE,70327.0,0711-48071-0,info@staiger-gmbh.de,Industrie,"Staiger ist ein Unternehmen, das sich auf den Handel mit Obst und Gemüse spezialisiert hat.",100000000,100,3,tier1,Gnann-Staiger / Staiger,1980,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Valenzi GmbH & Co. KG,valenzi.de,Suderburg,Niedersachsen,DE,29556.0,05826-889-0,info@valenzi.de,Industrie,Valenzi ist einer der bedeutendsten Verarbeiter von Wildpilzen und Waldfrüchten.,100000000,100,3,tier1,Vogt,1954,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
WEIHE GmbH,weihe.de,Berlin,Berlin,DE,10553.0,030-39890-0,kontakt@weihe.de,Industrie,Weihe ist ein regional tätiger Großhändler für Frischeprodukte.,100000000,81,3,tier1,Weihe,1925,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Rudolf und Robert Houdek GmbH,houdek.biz,Starnberg,Bayern,DE,82319.0,08151-2605-0,info@houdek.biz,Industrie,Houdek produziert und vertreibt bundesweit bayerische Fleisch- und Wurstwaren.,100000000,51,3,tier1,Houdek,1926,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Genuport Trade AG,genuport.de,Norderstedt,Schleswig-Holstein,DE,22848.0,040-52841-01,info@genuport.de,Süßwarenindustrie,Genuport ist eine Marketing- und Vertriebsorganisation.,180000000,150,3,tier1,Lebens/Peiser,1949,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Roha Apothekendienst GmbH,roha-apd.de,Bremen,Bremen,DE,28355.0,02227-921310,info@roha-apd.de,Industrie,Die Firma APD Roha Apothekendienst agiert als Vertriebsprofi.,180000000,150,3,tier1,Berghöfer,1999,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Erwin Junker Maschinenfabrik GmbH,junker-group.com,Nordrach,Baden-Württemberg,DE,77787.0,07838-84-0,info@junker.de,Maschinenbau,Die Firma Erwin Junker stellt Spezialschleifmaschinen für industrielle Anwendungen her.,179000000,473,3,tier1,Junker,1962,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
KRAIBURG TPE GmbH & Co. KG,kraiburg-tpe.com,Waldkraiburg,Bayern,DE,84478.0,08638-9810-0,info@kraiburg-tpe.com,Industrie,"Kraiburg TPE ist ein weltweit agierendes Unternehmen, das sich zur Aufgabe gemacht hat, thermoplastische Elastomere herzustellen.",178000000,620,3,tier1,Kraiburg Holding,2001,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Heliograph Holding GmbH,heliograph-holding.net,Krailling,Bayern,DE,82152.0,089 78596-179,info@heliograph-holding.net,Industrie,Das Unternehmen liefert Equipment und Prozesstechnik für die Druckvorstufe.,178000000,560,3,tier1,Verbund von Herstellern und Lösungsanbietern,1906,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
CAMPARI Deutschland Gesellschaft mit beschränkter Haftung,campari.com/de,Oberhaching,Bayern,DE,82041.0,089-21037-0,info.de@campari.com,Industrie,Campari Deutschland ist eine reine Vertriebsgesellschaft für die Produkte der Campari-Gruppe.,178000000,73,3,tier1,Campari (Italien),1860,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
ABO Wind AG,abowind.com,Wiesbaden,Hessen,DE,65195.0,0611-26765-0,global@abo-wind.de,Industrie,"ABO Wind ist ein Unternehmen, dessen Kernaufgaben in der Energiegewinnung mit erneuerbaren Energien im In- und Ausland liegen.",176300000,495,3,tier1,Ahn/Bockholt und Partner,1996,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Willy BOGNER GmbH,bogner.com,München,Bayern,DE,81673.0,089-436060,service@bogner.com,Textilindustrie,"Die Willy Bogner GmbH & Co. KGaA ist ein Modeunternehmen, das im gehobenen Preissegment weltweit tätig ist.",175600000,670,3,tier1,Bogner,1932,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Fr. Schiettinger KG,schiettinger.de,Göppingen,Baden-Württemberg,DE,73033.0,07161-6725-1100,goeppingen@schiettinger.de,Verpackungsindustrie,Die Schiettinger Gruppe ist in der Herstellung von Verpackungen tätig.,175000000,800,3,tier1,Bader,1885,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
August Pohli GmbH & Co. KG,pohli.de,Wuppertal,Nordrhein-Westfalen,DE,42279.0,0202-64824-0,info@pohli.de,Verpackungsindustrie,Pohli entwickelt und produziert Verpackungen und bietet daran angelehnte Dienstleistungen an.,175000000,500,3,tier1,Robke-Bergmann,1876,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Knüppel Verpackung GmbH & Co. KG,knueppel.de,Hann. Münden,Niedersachsen,DE,34346.0,05541-706-0,info@knueppel.de,Verpackungsindustrie,Knüppel Verpackung produziert und vertreibt Papierverpackungen.,175000000,500,3,tier1,Hahn,1919,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
RATTPACK GmbH,rattpack.eu,Buch,Bayern,DE,89290.0,07343-9601-0,office@rattpack.eu,Verpackungsindustrie,"Rattpack, vormals DVB Welle und Karton ist ein AFmilienunternehmen, das ihr Hauptaugenmerk auf die Herstellung von Verpackungen und Displays richtet.",175000000,500,3,tier1,Ratt Familie (Österreich),1949,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
VG Nicolaus GmbH & Co. KG,vangenechten.com/en,Kempten,Bayern,DE,87437.0,0831-7850,vgnkempten@vangenechten.com,Verpackungsindustrie,VG Nicolaus ist ein international aufgestellter Produzent von Faltschachteln und Kartonagen.,175000000,500,3,tier1,van Genechten (Belgien),1700,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
AST Kunststoffverarbeitung GmbH,ast-kunststoffkanister.de,Erndtebrück,Nordrhein-Westfalen,DE,57339.0,02753-59620-0,info@ast-kunststoffkanister.de,Verpackungsindustrie,"Ast Kanister ist ein Unternehmen, das sich auf die Herstellung von Kunststoff-Kanistern und Kunststoff-Fässern spezialisiert hat.",175000000,450,3,tier1,Strohmann,1977,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Martin Braun Backmittel und Essenzen KG,martinbraun.de,Hannover,Niedersachsen,DE,30459.0,0511-4107-0,info@martinbraun.de,Industrie,Martin Braun ist ein führendes Unternehmen der Backmittel- und Aromenbranche.,175000000,350,3,tier1,Oetker,1931,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
alessandro international GmbH,alessandro.de,Düsseldorf,Nordrhein-Westfalen,DE,40233.0,02173-9746-0,info@alessandro.de,Parfumindustrie,Alessandro ist ein Kosmetikhersteller.,174600000,180,3,tier1,Wilde Group,1989,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Düker GmbH,dueker.de,Karlstadt,Bayern,DE,97753.0,09353-7910,info@dueker.de,Industrie,Düker konzentriert sich auf die Herstellung von Eisengusserzeugnissen.,100000000,200,3,tier1,Hengstberger/Wirth/Ruetz u.a.,1469,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
FÜRSTEN-REFORM Dr. med. Hans Plümer Nachf. GmbH & Co. KG,bihophar.de,Braunschweig,Niedersachsen,DE,38110.0,05307/ 9200 -0,info@fuersten-reform.de,Industrie,Fürsten-Reform ist der größte Honighersteller mit den Marken Langnese Honig und BIHOPHAR.,100000000,200,3,tier1,Schulze,1947,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Importhaus Wilms / Impuls GmbH & Co. KG,importhaus-wilms.de,Walluf,Hessen,DE,65396.0,06123-9990-0,info@importhaus-wilms.de,Industrie,Importhaus Wilms kümmert sich um den Vertrieb und Import von Lebensmitteln.,100000000,200,3,tier1,Zertus Gruppe,1950,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Theodor Klaas GmbH & Co. KG,klaas.com,Ascheberg,Nordrhein-Westfalen,DE,59387.0,02593-9594-0,info@klaas.com,Maschinenbau,"Theodor Klaas GmbH & Co. KG entwickelt leistungsstarke und hochwertige Arbeitsgeräte, die sicheren und effizienten Zugang zu verschiedenen Arbeitshöhen bieten.",100000000,200,3,tier1,Ludger Klaas,1933,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Worlée-Chemie GmbH,worlee.de,Hamburg,Hamburg,DE,22113.0,040-73333-0,service@worlee.de,Industrie,Worlée ist ein auch selbst produzierendes Industrie- und Handelsunternehmen.,100000000,200,3,tier1,Eben-Worlée,1851,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
DIEPA Drahtseilwerk Dietz GmbH & Co. KG,diepa.de,Neustadt b.Coburg,Bayern,DE,96465.0,09568-924-0,info@diepa.de,Metallverarbeitung,Diepa ist Hersteller von Spezialdrahtseilen.,100000000,190,3,tier1,Dietz,1873,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Zeelandia GmbH & Co. KG,zeelandia.de,Frankfurt am Main,Hessen,DE,60437.0,069-95055-0,info@jungzeelandia.de,Industrie,"Die Zeelandia GmbH & Co. KG in Frankfurt a.M. ist einer der führenden Backzutatenhersteller und Teil der internationalen Königlichen Zeelandia Gruppe. Das Angebot umfasst hochfunktionelle Backzutaten, Vermarktungsideen und individuell maßgeschneiderte Lösungen für Brot, Brötchen und Feine Backwaren. Die Philosophie „funktioniert - natürlich!“ steht für Genuss, Funktionalität und Natürlichkeit.",100000000,190,3,tier1,Zeelandia Gruppe (Niederlande),1928,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
GREIFF-Mode GmbH & Co. KG,greiff.de,Bamberg,Bayern,DE,96052.0,0951-405-0,info@greiff.de,Textilindustrie,"Greiff ist ein inhabergeführtes Traditionsunternehmen, dessen Schwerpunkt in der Herstellung von Berufsbekleidung liegt.",100000000,130,3,tier1,Beck,1802,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Alfred Paulsen GmbH & Co KG,alfredpaulsen.de,Otterndorf,Niedersachsen,DE,21762.0,04751-9157-0,info@alfredpaulsen.de,Industrie,"Die Firma Alfred Paulsen hat sich auf die Herstellung von herzhaft mild-süßlichen, schmeckenden, feinsauren Delikatessen spezialisiert.",100000000,100,3,tier1,Paulsen,1909,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Bayer Pilze & Waldfrüchte Uwe Niklas GmbH,pilze-niklas.de,Roding,Bayern,DE,93426.0,09469-9404-0,info@pilze-niklas.de,Industrie,Pilze Niklas ist angesiedelt in der Lebensmittelindustrie.,100000000,100,3,tier1,Niklas,1950,,,81.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
