company_name,domain,city,region,country,zip,phone,email_company,industry,industry_tier,description,revenue_eur,employees,client_tier,ownership,founding_year,world_market_leader,niche_leadership,contact_1_name,contact_1_position,contact_1_email,contact_1_linkedin,has_url,has_contact,data_completeness,sources,source_count,contact_1_firstname,contact_1_lastname,target_contact_role,contact_role_match,pipeline_priority,in_pipeline,in_db
Fette Compacting,fette-compacting.de,Schwarzenbek,Schleswig-Holstein,DE,21493.0,04151-12-0,tablet@fette-compacting.com,Maschinenbau,tier1,"Fette Compacting ist der weltweit führende Anbieter von integrierten Lösungen für die industrielle Herstellung von Tabletten und die Befüllung von Kapseln. Stammsitz und globale Schaltzentrale des Unternehmens ist Schwarzenbek bei Hamburg. Einen zweiten Technologie- und Produktionsstandort betreibt Fette Compacting in Nanjing (China). Weltweit ist Fette Compacting in mehr als 50 Ländern vertreten. Fette Compacting ist Teil der LMT Group, einer mittelständischen Unternehmensgruppe in Familienbesitz. Weltweit arbeiten für die Unternehmen der LMT Group mehr als 2.200 Menschen an über 20 Standorten. Im Geschäftsjahr 2020 erzielte die Gruppe einen Umsatz von 370 Millionen Euro.",187800000.0,785.0,3.0,LMT Gruppe,1908.0,,,None Joachim Dittrich,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Joachim,Dittrich,Head of Sales / Vertriebsleiter,False,81.0,False,False
elexis AG,elexis.de,Wenden,Nordrhein-Westfalen,DE,57482.0,02762-612-130,info@elexis.de,Maschinenbau,tier1,Die Elexis AG ist ein Technologieunternehmen mit zwei Geschäftsbereichen.,187600000.0,653.0,3.0,SMS Group = Weiss,1995.0,,,None Harald Rackel,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Harald,Rackel,Head of Sales / Vertriebsleiter,False,81.0,False,False
Bito-Lagertechnik Bittmann GmbH,bito.de,Meisenheim,Rheinland-Pfalz,DE,55590.0,06753-122-0,info@bito.de,Industrie,tier1,"Bito ist ein international aufgestelltes Unternehmen, das in der Lager- und Kommissioniertechnik tätig ist.",186100000.0,950.0,3.0,Bittmann,1845.0,,,None Werner Magin,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Werner,Magin,Head of Sales / Vertriebsleiter,False,81.0,False,False
Schmiedewerke Gröditz GmbH,stahl-groeditz.de,Gröditz,Sachsen,DE,1609.0,035263-62-0,info@stahl-groeditz.de,Metallverarbeitung,tier1,"Schmiedewerke Gröditz ist ein Unternehmen, dessen Tätigkeitsfelder in der Herstellung von Freiformschmiedestücken und Ringwalzerzeugnissen liegen.",186000000.0,717.0,3.0,Georgsmarienhütte Dr. Großmann,1779.0,,,None Bernd Rimann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Bernd,Rimann,Head of Sales / Vertriebsleiter,False,81.0,False,False
KRONOSPAN GmbH,kronospan-worldwide.com,Steinheim,Nordrhein-Westfalen,DE,32839.0,05238-9840,office.sa@kronospan.de,Holzindustrie,tier1,"Kronospan ist ein Hersteller von Span- und MDF-Platten, Laminatfussböden, Arbeitsplatten, Postforming und vielen anderen Holzwerkstoffen.",186000000.0,620.0,3.0,Kronogruppe (Schweiz),1982.0,,,None Jörg Lippok,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Jörg,Lippok,Head of Sales / Vertriebsleiter,False,81.0,False,False
Ladenburger GmbH,ladenburger.de,Bopfingen,Baden-Württemberg,DE,73441.0,07362-96050,info@ladenburger.de,Holzindustrie,tier1,Die Firma Ladenburger ist europaweit führend für Holz.,186000000.0,446.0,3.0,Ladenburger,1938.0,,,None Viktor Ladenburger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Viktor,Ladenburger,Geschäftsführer/CEO,True,81.0,False,False
MÄURER & WIRTZ GmbH & Co. KG,m-w.de,Stolberg (Rheinland),Nordrhein-Westfalen,DE,52224.0,02402-89-01,info@m-w.de,Industrie,tier1,Mäurer und Wirtz stellt Düfte und Pflegeprodukte her. Bekannt ist der Produzent unter anderem für Eigenmarken wie Tabac und Lizenzprodukte von Betty Barclayund die traditionsreiche Kölner Marke 4711.,186000000.0,300.0,3.0,Dalli-Werke,1851.0,,,Dr. Hermann Wirtz,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Hermann,Wirtz,Geschäftsführer/CEO,True,81.0,False,False
Frischpack GmbH,frischpack.de,Tuntenhausen,Bayern,DE,83104.0,08065-189-0,info@frischpack.de,Industrie,tier1,Frischpack ist ein Abpackspezialist für Käse.,185120000.0,600.0,3.0,Hain / Heimes,1972.0,,,None Dieter Baur,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Dieter,Baur,Head of Sales / Vertriebsleiter,False,81.0,False,False
CROWN Gabelstapler GmbH & Co. KG,crown.com,Feldkirchen,Bayern,DE,85622.0,089-93002-0,info@crown.com,Industrie,tier1,"Crown ist ein Unternehmen, das elektrische Gabelstapler entwickelt und produziert.",185000000.0,740.0,3.0,Crown Equipment Corporation (USA),1945.0,,,None Kenneth Dufford,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Kenneth,Dufford,Head of Sales / Vertriebsleiter,False,81.0,False,False
Aluminium Oxid Stade GmbH,aos-stade.de,Stade,Niedersachsen,DE,21683.0,04146-92-1,info@aos-stade.de,Metallindustrie,tier1,Aluminium Oxid Stade ist eine Oxidfabrik.,185000000.0,520.0,3.0,Dadco Alumina (Vereinigtes Königreich),1970.0,,,None Volker Richter,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Volker,Richter,Head of Sales / Vertriebsleiter,False,81.0,False,False
Buss Fertiggerichte GmbH,buss.de,Ottersberg,Niedersachsen,DE,28870.0,04205-99-0,informationen@buss.de,Industrie,tier1,"Buss hat sich auf Herstellung und Vertrieb von Suppen, Eintöpfen und Fertiggerichten spezialisiert.",185000000.0,370.0,3.0,Heristo=Heinrich Risken,1938.0,,,None Detlef Kowalski,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Detlef,Kowalski,Geschäftsführer/CEO,True,81.0,False,False
Wilhelm Reuss GmbH & Co. KG Lebensmittelwerk,wilhelmreuss.com,Berlin,Berlin,DE,12057.0,030-68909-0,reuss@wilhelmreuss.de,Industrie,tier1,Die Firma Wilhelm Reuss ist in der Lebensmittelbranche in der Herstellung von Pulvern und Cremes tätig.,185000000.0,370.0,3.0,Pfeifer+Langen,1862.0,,,None Michael John,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Michael,John,Geschäftsführer/CEO,True,81.0,False,False
RAPUNZEL NATURKOST GmbH,rapunzel.de,Legau,Bayern,DE,87764.0,08330 / 529 - 0,info@rapunzel.de,Industrie,tier1,Rapunzel Naturkost ist einer der führenden Bio-Hersteller in Europa.,185000000.0,350.0,3.0,Wilhelm,1974.0,,,None Joseph Wilhelm,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Joseph,Wilhelm,Geschäftsführer/CEO,True,81.0,False,False
Behrens-Wöhlk GmbH & Co. KG,behrens-woehlk-gruppe.de,Rotenburg (Wümme),Niedersachsen,DE,27356.0,04261-7070,info@behrens-woehlk.de,Holzindustrie,tier1,Die Behrens-Wöhlk-Gruppe ist 1990 entstanden. Die Gruppe von Holz- und Baustoffhändlern hat mittlerweile Standorte in ganz Deutschland.,185000000.0,250.0,3.0,Behrens/Wöhlk,1990.0,,,None Joachim Behrens,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Joachim,Behrens,Geschäftsführer/CEO,True,81.0,False,False
Grüner Systemtechnik GmbH & Co. KG,gruener-systemtechnik.de,Bad Überkingen,Baden-Württemberg,DE,73337.0,07334-74-0,info@gruener-systemtechnik.de,Automobilzulieferer,tier1,"Grüner Systemtechnik ist ein Zulieferer für eine breite Zielgruppe der Automobilindustrie, sowie Hersteller komplexer Fertigungssysteme.",184300000.0,475.0,3.0,Grüner,,,,None Magnus Grüner,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Magnus,Grüner,Geschäftsführer/CEO,True,81.0,False,False
Deutsche DOKA Schalungstechnik GmbH,doka.com,Maisach,Bayern,DE,82216.0,08141-394-0,deutsche.doka@doka.com,Baustoffindustrie,tier1,Doka ist einer der international führenden Hersteller für Systemschalungen.,184000000.0,615.0,3.0,Umdasch (Österreich),1961.0,,,None Frank Müller,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Frank,Müller,Head of Sales / Vertriebsleiter,False,81.0,False,False
Hörmann Automotive Gustavsburg GmbH,gustavsburg.hoermann-automotive.com,Ginsheim-Gustavsburg,Hessen,DE,65462.0,06134-588-0,info.gustavsburg@hoermann-automotive.com,Automobilzulieferer,tier1,"Hörmann Automotive Components konzentriert sich auf die Produktion hochwertiger Chassis, Karosserie- und Anbauteile für die LKW- und PKW-Fertigung.",183146000.0,826.0,3.0,Hörmann Gruppe,1859.0,,,None Stefan Kuhn,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Stefan,Kuhn,Head of Sales / Vertriebsleiter,False,81.0,False,False
HUECK GmbH & Co. KG,hueck.com,Lüdenscheid,Nordrhein-Westfalen,DE,58511.0,02351-151-1,info@hueck.de,Baustoffindustrie,tier1,"Hueck ist ein Hersteller von Aluminiumprofil-Systemen für Fenster-, Türen- und Fassadenanwendungen.",183000000.0,600.0,3.0,Hueck Industrieholding KG,1814.0,,,None Thomas Polonyi,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Thomas,Polonyi,Head of Sales / Vertriebsleiter,False,81.0,False,False
Schwälbchen Molkerei,schwaelbchen-molkerei.de,Bad Schwalbach,Hessen,DE,65307.0,06124-503-0,info@schwaelbchen-molkerei.de,Industrie,tier1,Die Schwälbchen Molkerei ist eine Molkerei deren Hauptabsatzgebiet das erweiterte Rhein-Main-Gebiet ist.,183000000.0,400.0,3.0,Berz,1938.0,,,Dr. Günter Berz-List,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Günter,Berz-List,Geschäftsführer/CEO,True,81.0,False,False
Glave Gruppe GmbH,glave.de,Norden,Niedersachsen,DE,26506.0,04931-178110,info.gkg@glave.de,Metallverarbeitung,tier1,"Die Glave Gruppe ist eine mittelständische Unternehmensgruppe, die Edelstahl in Form von Bändern, Blechen und Stäben sowie Maschinen für die Bandverarbeitung anbietet.",182800000.0,226.0,3.0,Glave,2002.0,,,None Volker Glave,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Volker,Glave,Geschäftsführer/CEO,True,81.0,False,False
Brandt Zwieback-Schokoladen GmbH & Co.KG,brandt-zwieback.de,Hagen,Nordrhein-Westfalen,DE,58135.0,02331 4770,marketing@brandt-gmbh.de,Industrie,tier1,"Brandt ist deutscher Marktführer in der Produktion von Zwieback. Zur Unternehmensgruppe gehören neben den spartenorientierten Vertriebsgesellschaften für Schokolade und Backwaren die traditionsreiche Burger Knäcke GmbH + Co. KG in Burg (Sachsen-Anhalt), Schoko-Dragee in Rhede und die Carl Brandt Inc. in den USA (Fairfield, Nähe New York).",182280212.0,957.0,3.0,Brandt,1912.0,,,None Carl-Jürgen Brandt,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Carl-Jürgen,Brandt,Head of Sales / Vertriebsleiter,False,81.0,False,False
Octapharma GmbH,octapharma.de/de.html,Langenfeld,Nordrhein-Westfalen,DE,40764.0,02173-917-0,info@octapharma.de,Pharmaindustrie,tier1,Octapharma ist Hersteller von Plasmapräparaten.,182000000.0,106.0,3.0,Octapharma Marguerre Familie (Schweiz),1983.0,,,Dr. Johannes Hafer,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Johannes,Hafer,Geschäftsführer/CEO,True,81.0,False,False
Ringmetall AG,ringmetall.de,München,Bayern,DE,81667.0,089-4522098-0,info@ringmetall.de,Verpackungsindustrie,tier1,Ringmetall ist ein weltweit führender Spezialanbieter in der Verpackungsindustrie. Das Unternehmen produziert Verschlusssysteme und Innenhüllen für Industriefässer und entwickelt Fahrzeuganbauteile für das Handling von Verpackungseinheiten.,181400000.0,800.0,3.0,Poth/Petri/Bernau/Köppel u.a.,1997.0,,,None Christoph Petri,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Christoph,Petri,Head of Sales / Vertriebsleiter,False,81.0,False,False
Metall-Chemie Holding GmbH,metall-chemie.com,Hamburg,Hamburg,DE,20355.0,040-471002-0,info@metall-chemie.com,Industrie,tier1,Die Metall-Chemie Holding ist eine Holdinggesellschaft für die Aktivitäten der Metall-Chemie.,181300000.0,318.0,3.0,Claudio L. Valerio,1949.0,,,None Andrasch Henning,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Andrasch,Henning,Geschäftsführer/CEO,True,81.0,False,False
Waldemar Behn GmbH,behn.de,Eckernförde,Schleswig-Holstein,DE,24340.0,04351-479-0,info@behn.de,Industrie,tier1,"Behn produziert (Waldemar Behn GmbH) und vertreibt (Behn Getränke GmbH) Spirituosen. Zu den eigenen Marken gehört u.a. ""Küstennebel"".",181100000.0,220.0,3.0,Behn,1892.0,,,None Rüdiger Behn,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Rüdiger,Behn,Geschäftsführer/CEO,True,81.0,False,False
Gardinia Home Decor GmbH,gardinia.de,Isny im Allgäu,Baden-Württemberg,DE,88316.0,07562-985-0,info@gardinia.de,Industrie,tier1,"Gardinia Home Decor ist ein führender Hersteller von Gardinen, Rollos, Jalousien und Teppichbodenleisten.",180440000.0,694.0,3.0,Heidemann,1950.0,,,None Reinhard Heidemann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Reinhard,Heidemann,Head of Sales / Vertriebsleiter,False,81.0,False,False
Rübezahl Schokoladen GmbH,rk-schoko.de,Dettingen unter Teck,Baden-Württemberg,DE,73265.0,07021-8088-0,info@rk-schoko.de,Süßwarenindustrie,tier1,Rübezahl ist ein Hersteller von Schokoladenprodukten und Zuckerwaren.,180000000.0,900.0,3.0,Gubor Schokoladen GmbH,1949.0,,,None Claus Cersovsky,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Claus,Cersovsky,Head of Sales / Vertriebsleiter,False,81.0,False,False
IFÜREL EMSR-Technik GmbH & Co. KG,ifuerel.de,Herne,Nordrhein-Westfalen,DE,44629.0,02323-1383-0,ifuerel@ifuerel.de,Industrie,tier1,Ifürel Emsr bietet seinen Kunden elektronische Produkte und Systeme und die dazugehörige Montage.,180000000.0,600.0,3.0,Schlenkhoff/Kleyboldt,1932.0,,,None Henrich Kleyboldt,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Henrich,Kleyboldt,Head of Sales / Vertriebsleiter,False,81.0,False,False
hameln group gmbh,hameln-group.com/willkommen,Hameln,Niedersachsen,DE,31789.0,05151-581-237,info@hameln-group.com,Pharmaindustrie,tier1,Die Hameln Pharma Group ist ein Hersteller hochethischer Parenteralia für Krankenhäuser und Ärzte.,180000000.0,450.0,3.0,Siegfried Holding (Schweiz),1950.0,,,None Christoph Kerstein,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Christoph,Kerstein,Geschäftsführer/CEO,True,81.0,False,False
Schne-Frost Ernst Schnetkamp GmbH & Co. KG,schne-frost.de,Löningen,Niedersachsen,DE,49624.0,05432-9481-0,info@schne-frost.de,Industrie,tier1,Schne-Frost ist Deutschlands traditionsreichster Produktionsbetrieb für tiefgefrorene Kartoffelspezialitäten.,180000000.0,400.0,3.0,Schnetkamp,1954.0,,,None Ernst-Rainer Schnetkamp,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Ernst-Rainer,Schnetkamp,Geschäftsführer/CEO,True,81.0,False,False
B.A.H. Personaldienste GmbH,bah-gruppe.de,Villingendorf,Baden-Württemberg,DE,78667.0,0741-174574-0,info@bah-gruppe.de,Industrie,tier1,"B.A.H. Gruppe ist ein Unternehmen, das einen Schwerpunkt auf die Montage von Photovoltaikanlagen richtet.",180000000.0,300.0,3.0,Bek/Acar/Holzer,2007.0,,,None Andreas Bek,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Andreas,Bek,Geschäftsführer/CEO,True,81.0,False,False
Denscheilmann + Wellein GmbH,de-we.de,Bamberg,Bayern,DE,96052.0,0951-9339-0,info@de-we.de,Industrie,tier1,"Denscheilmann und Wellein, kurz D+W beschäftigt sich mit dem Vertrieb von Frischeware.",180000000.0,180.0,3.0,Weigand Nf.,1934.0,,,None Sonja Weigand,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Sonja,Weigand,Geschäftsführer/CEO,True,81.0,False,False
Hermle DREHTEILE UND UHREN GmbH & Co. KG,hermle-clocks.com,Reichenbach am Heuberg,Baden-Württemberg,DE,78564.0,07426-601-0,uhren@hermle-clocks.com,Industrie,tier1,"Hermle Uhren ist einer der größten Produzenten von mechanischen Stand-, Tisch- und Wanduhren und Marktführer von mechanischen Uhrwerken.",180000000.0,180.0,3.0,Hermle,1922.0,,,None Rolf Hermle,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Rolf,Hermle,Geschäftsführer/CEO,True,81.0,False,False
Karl Rieker GmbH & Co. KG,karl-rieker.de,Bodelshausen,Baden-Württemberg,DE,72411.0,07471-9581-0,info@karl-rieker.de,Textilindustrie,tier1,"Die Firma Rieker ist ein weltweit tätiges Handelsunternehmen, das Bekleidungstextilien herstellt.",180000000.0,180.0,3.0,Rieker,1954.0,,,None Monika Rieker,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Monika,Rieker,Geschäftsführer/CEO,True,81.0,False,False
Reichart Blusen GmbH,reichart-blusen.de,Uffenheim,Bayern,DE,97215.0,09842-9813-0,info@reichart-blusen.de,Textilindustrie,tier1,Reichart Blusen in ein Modeunternehmen aus Uffenheim in Mittelfranken.,100000000.0,100.0,3.0,Reichart,1966.0,,,None Claudia Lenz,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Claudia,Lenz,Geschäftsführer/CEO,True,81.0,False,False
Staiger Großmarkt GmbH,staiger-gmbh.de,Stuttgart,Baden-Württemberg,DE,70327.0,0711-48071-0,info@staiger-gmbh.de,Industrie,tier1,"Staiger ist ein Unternehmen, das sich auf den Handel mit Obst und Gemüse spezialisiert hat.",100000000.0,100.0,3.0,Gnann-Staiger / Staiger,1980.0,,,None Karl Staiger,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Karl,Staiger,Geschäftsführer/CEO,True,81.0,False,False
Valenzi GmbH & Co. KG,valenzi.de,Suderburg,Niedersachsen,DE,29556.0,05826-889-0,info@valenzi.de,Industrie,tier1,Valenzi ist einer der bedeutendsten Verarbeiter von Wildpilzen und Waldfrüchten.,100000000.0,100.0,3.0,Vogt,1954.0,,,None Sebastian Vogt,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Sebastian,Vogt,Geschäftsführer/CEO,True,81.0,False,False
WEIHE GmbH,weihe.de,Berlin,Berlin,DE,10553.0,030-39890-0,kontakt@weihe.de,Industrie,tier1,Weihe ist ein regional tätiger Großhändler für Frischeprodukte.,100000000.0,81.0,3.0,Weihe,1925.0,,,None Björn Weihe,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Björn,Weihe,Geschäftsführer/CEO,True,81.0,False,False
Rudolf und Robert Houdek GmbH,houdek.biz,Starnberg,Bayern,DE,82319.0,08151-2605-0,info@houdek.biz,Industrie,tier1,Houdek produziert und vertreibt bundesweit bayerische Fleisch- und Wurstwaren.,100000000.0,51.0,3.0,Houdek,1926.0,,,None Rudolf Jochen Houdek,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Rudolf Jochen,Houdek,Geschäftsführer/CEO,True,81.0,False,False
Genuport Trade AG,genuport.de,Norderstedt,Schleswig-Holstein,DE,22848.0,040-52841-01,info@genuport.de,Süßwarenindustrie,tier1,Genuport ist eine Marketing- und Vertriebsorganisation.,180000000.0,150.0,3.0,Lebens/Peiser,1949.0,,,Dr. Uwe Lebens,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Uwe,Lebens,Geschäftsführer/CEO,True,81.0,False,False
Roha Apothekendienst GmbH,roha-apd.de,Bremen,Bremen,DE,28355.0,02227-921310,info@roha-apd.de,Industrie,tier1,Die Firma APD Roha Apothekendienst agiert als Vertriebsprofi.,180000000.0,150.0,3.0,Berghöfer,1999.0,,,None Laura Schooß,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Laura,Schooß,Geschäftsführer/CEO,True,81.0,False,False
Erwin Junker Maschinenfabrik GmbH,junker-group.com,Nordrach,Baden-Württemberg,DE,77787.0,07838-84-0,info@junker.de,Maschinenbau,tier1,Die Firma Erwin Junker stellt Spezialschleifmaschinen für industrielle Anwendungen her.,179000000.0,473.0,3.0,Junker,1962.0,,,None Joachim Himmelsbach,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Joachim,Himmelsbach,Geschäftsführer/CEO,True,81.0,False,False
KRAIBURG TPE GmbH & Co. KG,kraiburg-tpe.com,Waldkraiburg,Bayern,DE,84478.0,08638-9810-0,info@kraiburg-tpe.com,Industrie,tier1,"Kraiburg TPE ist ein weltweit agierendes Unternehmen, das sich zur Aufgabe gemacht hat, thermoplastische Elastomere herzustellen.",178000000.0,620.0,3.0,Kraiburg Holding,2001.0,,,None Franz Hinterecker,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Franz,Hinterecker,Head of Sales / Vertriebsleiter,False,81.0,False,False
Heliograph Holding GmbH,heliograph-holding.net,Krailling,Bayern,DE,82152.0,089 78596-179,info@heliograph-holding.net,Industrie,tier1,Das Unternehmen liefert Equipment und Prozesstechnik für die Druckvorstufe.,178000000.0,560.0,3.0,Verbund von Herstellern und Lösungsanbietern,1906.0,,,None Christoph Gschoßmann,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Christoph,Gschoßmann,Head of Sales / Vertriebsleiter,False,81.0,False,False
CAMPARI Deutschland Gesellschaft mit beschränkter Haftung,campari.com/de,Oberhaching,Bayern,DE,82041.0,089-21037-0,info.de@campari.com,Industrie,tier1,Campari Deutschland ist eine reine Vertriebsgesellschaft für die Produkte der Campari-Gruppe.,178000000.0,73.0,3.0,Campari (Italien),1860.0,,,None Andrea Montorfano,Geschäftsführer,,,True,True,100,Familienunternehmen_V6; Research_xlsx,2,Andrea,Montorfano,Geschäftsführer/CEO,True,81.0,False,False
